Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
PhD,Engineering,"Python, Marketing, Communication",Mental Health Basics,62,Software Engineer
PhD,Science,Python,None,66,Financial Analyst
Master's,Commerce,"Python, Communication, SQL",Google Data Analytics,73,Marketing Executive
Master's,Commerce,SQL,Creative Writing,72,Junior Accountant
Matric,Psychology,"Marketing, Accounting",Digital Marketing,70,Financial Analyst
PhD,Finance,MS Office,Google Data Analytics,78,Business Analyst
Matric,Psychology,"MS Office, Accounting",AWS Certified,79,Sales Assistant
Master's,Arts,Communication,Digital Marketing,73,Junior Accountant
Matric,Psychology,"Communication, Financial Analysis",CFA Level 1,91,Professor
Intermediate,Business,Marketing,Mental Health Basics,63,Marketing Executive
Master's,Computer Science,"Financial Analysis, Python",Mental Health Basics,60,School Counselor
Matric,Business,"Counseling, Data Analysis",Mental Health Basics,93,Business Analyst
PhD,Science,Financial Analysis,Tally ERP,94,Financial Analyst
Intermediate,Science,Financial Analysis,Creative Writing,85,ML Engineer
Intermediate,Computer Science,"Machine Learning, Financial Analysis, Accounting",Mental Health Basics,92,ML Engineer
Intermediate,Psychology,MS Office,Mental Health Basics,84,Junior Accountant
PhD,Engineering,"SQL, Python",CFA Level 1,83,ML Engineer
Intermediate,Business,"Communication, SQL, Machine Learning",None,71,ML Engineer
Matric,Arts,"Accounting, Financial Analysis, Counseling",None,86,Junior Accountant
Intermediate,Engineering,SQL,Digital Marketing,81,Software Engineer
Bachelor's,Commerce,"Data Analysis, MS Office, Python",Google Data Analytics,61,Junior Accountant
Intermediate,Finance,Data Analysis,AWS Certified,75,Professor
Intermediate,Computer Science,"Python, Communication",CFA Level 1,70,Business Analyst
PhD,Engineering,Financial Analysis,Google Data Analytics,68,Junior Accountant
Master's,Business,"Accounting, Counseling, Communication",None,64,Junior Accountant
Intermediate,Business,Communication,AWS Certified,64,Financial Analyst
PhD,Computer Science,"Machine Learning, MS Office, Accounting",None,72,Software Engineer
Bachelor's,Psychology,MS Office,Google Data Analytics,77,Financial Analyst
Intermediate,Arts,"SQL, Machine Learning",Digital Marketing,70,Financial Analyst
PhD,Arts,"Financial Analysis, SQL, Machine Learning",None,85,Business Analyst
Intermediate,Finance,"SQL, Communication, MS Office",CFA Level 1,65,Research Scientist
Bachelor's,Arts,MS Office,Google Data Analytics,71,Financial Analyst
Matric,Business,"Machine Learning, Marketing",Creative Writing,81,Data Entry Operator
Intermediate,Engineering,"Accounting, Financial Analysis, Machine Learning",Mental Health Basics,79,Marketing Executive
Bachelor's,Psychology,Communication,Google Data Analytics,69,Research Scientist
PhD,Computer Science,Financial Analysis,Google Data Analytics,79,Business Analyst
Intermediate,Arts,"Python, Marketing, Machine Learning",Tally ERP,77,Software Engineer
PhD,Commerce,"Accounting, MS Office, Python",Mental Health Basics,76,School Counselor
Master's,Arts,"Data Analysis, Communication",Google Data Analytics,89,Junior Accountant
PhD,Finance,Marketing,Google Data Analytics,87,School Counselor
Bachelor's,Arts,Communication,AWS Certified,82,Clerk
Master's,Psychology,"Communication, Marketing, Python",Mental Health Basics,92,ML Engineer
PhD,Science,Accounting,Tally ERP,69,School Counselor
PhD,Business,"Accounting, Marketing, Counseling",CFA Level 1,81,Research Scientist
Matric,Computer Science,Machine Learning,None,63,Software Engineer
Bachelor's,Computer Science,"Machine Learning, Python",Digital Marketing,94,Clerk
Matric,Arts,"Marketing, Accounting, SQL",Creative Writing,61,Research Scientist
Master's,Computer Science,Accounting,Mental Health Basics,94,School Counselor
PhD,Science,"Machine Learning, Communication, SQL",Mental Health Basics,88,School Counselor
Bachelor's,Engineering,"Financial Analysis, Data Analysis",Digital Marketing,89,Clerk
Intermediate,Science,"Data Analysis, Counseling, Machine Learning",AWS Certified,61,Sales Assistant
Intermediate,Commerce,"SQL, Marketing, Financial Analysis",Creative Writing,79,Sales Assistant
Matric,Psychology,"Marketing, Financial Analysis",Tally ERP,86,Data Entry Operator
Bachelor's,Psychology,SQL,Digital Marketing,61,Software Engineer
Matric,Psychology,"Data Analysis, Machine Learning",Mental Health Basics,80,Financial Analyst
Matric,Business,"MS Office, Communication, Marketing",Creative Writing,75,School Counselor
Matric,Engineering,"Financial Analysis, Data Analysis, Marketing",Creative Writing,94,Data Entry Operator
Bachelor's,Commerce,"MS Office, Machine Learning",Digital Marketing,85,Sales Assistant
PhD,Psychology,"SQL, Machine Learning, Financial Analysis",Mental Health Basics,94,ML Engineer
PhD,Computer Science,SQL,Creative Writing,87,Sales Assistant
Master's,Business,"Financial Analysis, MS Office",Google Data Analytics,64,ML Engineer
Matric,Finance,"Python, Machine Learning, Communication",AWS Certified,82,School Counselor
Intermediate,Computer Science,MS Office,Google Data Analytics,94,Financial Analyst
Intermediate,Finance,"Communication, SQL",Google Data Analytics,83,Data Entry Operator
Matric,Commerce,Financial Analysis,Tally ERP,77,Software Engineer
Intermediate,Commerce,"Machine Learning, Communication, Counseling",Creative Writing,76,School Counselor
Intermediate,Computer Science,"Python, Communication",AWS Certified,63,Professor
Intermediate,Arts,"Accounting, Marketing",Digital Marketing,87,Junior Accountant
Master's,Engineering,"SQL, Communication, Python",Digital Marketing,86,Research Scientist
Matric,Business,"MS Office, Data Analysis, Marketing",Creative Writing,75,Research Scientist
Master's,Computer Science,"Counseling, SQL, Data Analysis",None,88,Data Entry Operator
Intermediate,Science,"MS Office, Python",Digital Marketing,92,Marketing Executive
Intermediate,Computer Science,"Counseling, MS Office, Accounting",Google Data Analytics,90,ML Engineer
Bachelor's,Computer Science,"Financial Analysis, Accounting",Digital Marketing,66,Financial Analyst
PhD,Business,"Counseling, Marketing, Python",Creative Writing,69,Software Engineer
Intermediate,Science,Data Analysis,CFA Level 1,83,Professor
PhD,Psychology,"Financial Analysis, Counseling",AWS Certified,78,Research Scientist
Matric,Commerce,"Marketing, Machine Learning",Google Data Analytics,95,Business Analyst
Intermediate,Finance,SQL,Google Data Analytics,66,School Counselor
PhD,Business,"Python, Accounting",AWS Certified,69,Software Engineer
PhD,Psychology,Python,Creative Writing,71,Sales Assistant
Intermediate,Engineering,"Financial Analysis, Marketing",Tally ERP,70,Clerk
Matric,Finance,"Python, Marketing",Digital Marketing,80,Sales Assistant
PhD,Commerce,"Accounting, Counseling, Financial Analysis",Creative Writing,78,Professor
Bachelor's,Engineering,"Marketing, MS Office",AWS Certified,69,Software Engineer
Master's,Psychology,"Machine Learning, Data Analysis",None,84,Clerk
Bachelor's,Psychology,"SQL, MS Office, Python",Tally ERP,84,Marketing Executive
Matric,Business,"Financial Analysis, SQL",AWS Certified,65,School Counselor
Intermediate,Arts,Data Analysis,Digital Marketing,60,ML Engineer
Master's,Psychology,"Marketing, Financial Analysis, Machine Learning",None,64,Marketing Executive
Intermediate,Commerce,"SQL, Accounting",Google Data Analytics,80,School Counselor
Matric,Finance,"Data Analysis, Communication",Digital Marketing,76,Junior Accountant
PhD,Psychology,"Counseling, Financial Analysis, Marketing",Google Data Analytics,87,Junior Accountant
Matric,Finance,"Marketing, MS Office, Counseling",None,79,ML Engineer
Matric,Business,Data Analysis,Creative Writing,78,Financial Analyst
Master's,Arts,"Machine Learning, Python",AWS Certified,71,Marketing Executive
Intermediate,Science,Counseling,Digital Marketing,67,Professor
Master's,Engineering,Communication,AWS Certified,82,Junior Accountant
Intermediate,Business,Python,Mental Health Basics,80,Junior Accountant
Bachelor's,Engineering,"Financial Analysis, MS Office, Python",Digital Marketing,81,Sales Assistant
Master's,Psychology,Marketing,Creative Writing,83,Marketing Executive
Bachelor's,Engineering,Counseling,Creative Writing,62,Sales Assistant
Intermediate,Business,"Communication, Counseling",Digital Marketing,77,Marketing Executive
Intermediate,Engineering,Data Analysis,Digital Marketing,73,School Counselor
PhD,Commerce,Accounting,AWS Certified,92,Junior Accountant
PhD,Arts,"Machine Learning, Data Analysis",Mental Health Basics,61,Financial Analyst
Bachelor's,Finance,"Machine Learning, Data Analysis",Google Data Analytics,62,Clerk
PhD,Arts,"Marketing, MS Office, Machine Learning",CFA Level 1,67,Clerk
Intermediate,Arts,"Marketing, SQL, Financial Analysis",Tally ERP,80,Junior Accountant
Master's,Finance,MS Office,None,71,Professor
Matric,Science,"Communication, Python",Tally ERP,77,Junior Accountant
Intermediate,Psychology,Communication,Digital Marketing,87,Clerk
Matric,Business,"Financial Analysis, Accounting",None,62,School Counselor
Bachelor's,Engineering,"Communication, Financial Analysis",Creative Writing,84,Research Scientist
PhD,Psychology,"Financial Analysis, Machine Learning, SQL",Digital Marketing,90,Financial Analyst
Intermediate,Computer Science,"Financial Analysis, Accounting",AWS Certified,94,Software Engineer
Intermediate,Psychology,"Accounting, Python",Google Data Analytics,61,Junior Accountant
Matric,Finance,"Python, Machine Learning",Tally ERP,87,Marketing Executive
Intermediate,Science,"Communication, Financial Analysis, Data Analysis",Google Data Analytics,83,ML Engineer
Master's,Science,Accounting,Creative Writing,65,Data Entry Operator
PhD,Commerce,"Accounting, MS Office",AWS Certified,67,Clerk
Master's,Computer Science,Financial Analysis,Tally ERP,72,Financial Analyst
Master's,Computer Science,Counseling,AWS Certified,63,Sales Assistant
Matric,Arts,Counseling,Google Data Analytics,92,Research Scientist
PhD,Engineering,"MS Office, Communication",None,91,Financial Analyst
Master's,Science,"Data Analysis, MS Office",AWS Certified,74,Clerk
Bachelor's,Psychology,"SQL, Accounting",AWS Certified,80,Research Scientist
Master's,Science,Data Analysis,None,88,Clerk
Matric,Computer Science,"MS Office, Data Analysis",Google Data Analytics,68,School Counselor
Matric,Business,Financial Analysis,Google Data Analytics,62,School Counselor
Master's,Engineering,"Data Analysis, MS Office, Machine Learning",Mental Health Basics,69,School Counselor
Bachelor's,Computer Science,"Counseling, Machine Learning, Python",Creative Writing,92,School Counselor
Bachelor's,Commerce,"Python, MS Office, Data Analysis",Google Data Analytics,87,Software Engineer
Matric,Commerce,"Counseling, Python, SQL",Digital Marketing,77,Sales Assistant
Matric,Arts,"Counseling, Data Analysis, Machine Learning",Tally ERP,78,Business Analyst
Matric,Computer Science,"Python, Accounting",Creative Writing,81,Junior Accountant
Matric,Science,"Communication, SQL, Counseling",Google Data Analytics,89,Junior Accountant
Bachelor's,Commerce,"Counseling, SQL, MS Office",Mental Health Basics,65,Data Entry Operator
Matric,Commerce,"Communication, MS Office, Marketing",Tally ERP,79,Sales Assistant
Bachelor's,Finance,"Counseling, MS Office",Mental Health Basics,87,Business Analyst
Master's,Arts,Data Analysis,Tally ERP,68,Junior Accountant
Matric,Business,"Counseling, Marketing, Python",Google Data Analytics,72,Data Entry Operator
PhD,Science,"Marketing, Python",Google Data Analytics,88,Professor
PhD,Arts,"Accounting, Counseling, Python",Tally ERP,75,Clerk
Bachelor's,Psychology,"Communication, Machine Learning, Data Analysis",Creative Writing,69,Clerk
PhD,Arts,MS Office,None,69,Data Entry Operator
Bachelor's,Commerce,"Machine Learning, Marketing, Accounting",Tally ERP,64,Software Engineer
Bachelor's,Finance,"Machine Learning, MS Office, Counseling",AWS Certified,94,Sales Assistant
Bachelor's,Engineering,"Financial Analysis, Python",Mental Health Basics,69,Marketing Executive
Intermediate,Psychology,"Data Analysis, SQL",Creative Writing,87,Sales Assistant
Master's,Computer Science,Accounting,CFA Level 1,84,Research Scientist
PhD,Commerce,Financial Analysis,Digital Marketing,86,Software Engineer
Matric,Finance,"Machine Learning, Financial Analysis, Accounting",CFA Level 1,91,Financial Analyst
Matric,Science,"MS Office, Counseling",Mental Health Basics,66,Junior Accountant
PhD,Commerce,Communication,Creative Writing,79,Marketing Executive
Master's,Computer Science,"Financial Analysis, MS Office",Mental Health Basics,72,Data Entry Operator
Bachelor's,Commerce,Counseling,Mental Health Basics,90,School Counselor
Master's,Computer Science,"SQL, Counseling",Mental Health Basics,64,Marketing Executive
PhD,Engineering,"MS Office, Data Analysis, Python",Mental Health Basics,70,Junior Accountant
Matric,Arts,Machine Learning,AWS Certified,68,Professor
Matric,Arts,Machine Learning,Digital Marketing,68,Clerk
Intermediate,Psychology,Financial Analysis,Mental Health Basics,70,Business Analyst
Bachelor's,Science,"Accounting, Counseling, Communication",Creative Writing,90,Sales Assistant
Master's,Psychology,"Data Analysis, Counseling",Digital Marketing,68,Professor
Bachelor's,Engineering,"SQL, Data Analysis, Communication",CFA Level 1,83,School Counselor
Matric,Engineering,"MS Office, Financial Analysis, Communication",Digital Marketing,76,Data Entry Operator
PhD,Psychology,Marketing,AWS Certified,70,Clerk
Master's,Science,"SQL, Python",Digital Marketing,93,School Counselor
Master's,Business,Financial Analysis,Creative Writing,93,Clerk
Matric,Commerce,Financial Analysis,Creative Writing,73,Marketing Executive
Bachelor's,Commerce,"Python, Communication",None,60,Data Entry Operator
Master's,Finance,"Data Analysis, MS Office, SQL",Creative Writing,93,Sales Assistant
Intermediate,Computer Science,"Machine Learning, Data Analysis, Accounting",Digital Marketing,94,Junior Accountant
Bachelor's,Science,"Python, MS Office, Machine Learning",Tally ERP,79,Software Engineer
Master's,Computer Science,"Data Analysis, Marketing, MS Office",Google Data Analytics,67,Junior Accountant
Bachelor's,Commerce,"Financial Analysis, SQL",AWS Certified,66,Clerk
Intermediate,Engineering,SQL,AWS Certified,70,Software Engineer
Master's,Psychology,"Accounting, Financial Analysis, MS Office",Mental Health Basics,85,Clerk
Intermediate,Commerce,"Accounting, Marketing, Python",AWS Certified,90,Junior Accountant
Intermediate,Psychology,Python,None,78,Junior Accountant
Intermediate,Commerce,"Accounting, Machine Learning",None,67,Business Analyst
Matric,Psychology,"SQL, Python, Financial Analysis",Google Data Analytics,90,Sales Assistant
PhD,Finance,"Marketing, Financial Analysis, MS Office",AWS Certified,64,Data Entry Operator
Master's,Science,MS Office,CFA Level 1,95,Business Analyst
Matric,Finance,"Accounting, Marketing, Communication",Tally ERP,84,Business Analyst
Master's,Science,"MS Office, Machine Learning, SQL",Tally ERP,90,Sales Assistant
PhD,Finance,"Marketing, Financial Analysis",None,94,Marketing Executive
Matric,Business,"SQL, MS Office, Python",AWS Certified,79,School Counselor
Intermediate,Psychology,Counseling,Mental Health Basics,76,Research Scientist
Master's,Computer Science,MS Office,Mental Health Basics,85,Marketing Executive
PhD,Computer Science,Counseling,Google Data Analytics,61,Research Scientist
PhD,Psychology,MS Office,CFA Level 1,79,ML Engineer
